record_id,collection_month,year,month,month_name,city,state,e_waste_type,collection_channel,sector,e_waste_collected_kg,formal_collected_kg,informal_collected_kg,material_recovered_kg,disposed_kg,hazardous_kg,estimated_jobs_supported,estimated_revenue_inr,recovery_rate_pct,compliance_score_pct,worker_safety_score_pct,primary_material,recycling_method,quarter,formal_share_pct,informal_share_pct,recovery_value_inr_per_kg
EW101183,2023-04-01,2023,4,Apr,Guwahati,Assam,Desktop/PC,Producer Take-back,Formal,2606,1949.87,656.13,2279.77,326.23,149.75,6,315921.53,87.48,82.84,81.95,Precious Metals,Repair & Reuse,Q2,74.82,25.18,138.58
EW100892,2023-04-01,2023,4,Apr,Delhi,Delhi,Television,Producer Take-back,Formal,806,607.69,198.31,749.88,56.12,70.23,1,72590.73,93.04,82.97,96.62,Mixed/Other,Material Recovery,Q2,75.4,24.6,96.8
EW100977,2023-04-01,2023,4,Apr,Delhi,Delhi,Air Conditioner,Authorized Collection Center,Formal,1773,1345.45,427.55,1473.09,299.91,158.79,3,106075.02,83.08,77.14,76.89,Copper,Landfill/Disposal,Q2,75.89,24.11,72.01
EW100591,2023-04-01,2023,4,Apr,Ahmedabad,Gujarat,Small Appliance,Informal Collector,Informal,3938,482.52,3455.48,986.52,2951.48,160.73,13,131102.85,25.05,21.7,52.88,Plastic,Refurbishment,Q2,12.25,87.75,132.89
EW100905,2023-04-01,2023,4,Apr,Ahmedabad,Gujarat,Television,Authorized Collection Center,Formal,3294,2592.35,701.65,3030.14,263.86,137.14,4,130126.64,91.99,91.88,96.39,Ferrous Metals,Manual Sorting,Q2,78.7,21.3,42.94
EW100410,2023-04-01,2023,4,Apr,Surat,Gujarat,Laptop,Scrap Dealer,Informal,4100,148.31,3951.69,2374.23,1725.77,237.9,11,256176.82,57.91,38.58,49.29,Copper,Dismantling,Q2,3.62,96.38,107.9
EW100495,2023-04-01,2023,4,Apr,Surat,Gujarat,Laptop,Informal Collector,Informal,1973,462.42,1510.58,822.91,1150.09,72.17,4,145737.23,41.71,28.85,51.94,Plastic,Repair & Reuse,Q2,23.44,76.56,177.1
EW100761,2023-04-01,2023,4,Apr,Surat,Gujarat,Tablet,Informal Collector,Informal,1439,275.48,1163.52,560.73,878.27,129.98,5,95322.31,38.97,38.66,49.14,Non-ferrous Metals,Material Recovery,Q2,19.14,80.86,170.0
EW101025,2023-04-01,2023,4,Apr,Surat,Gujarat,Mobile Phone,Producer Take-back,Formal,3649,3073.41,575.59,2984.36,664.64,196.18,6,408828.12,81.79,82.18,93.2,Plastic,Dismantling,Q2,84.23,15.77,136.99
EW101156,2023-04-01,2023,4,Apr,Surat,Gujarat,Laptop,Producer Take-back,Formal,1267,981.9,285.1,1020.41,246.59,93.3,2,79642.43,80.54,97.36,85.82,Copper,Repair & Reuse,Q2,77.5,22.5,78.05
EW100851,2023-04-01,2023,4,Apr,Bengaluru,Karnataka,Laptop,Authorized Collection Center,Formal,2982,2468.43,513.57,2680.71,301.29,151.19,2,346994.58,89.9,79.86,96.36,Non-ferrous Metals,Material Recovery,Q2,82.78,17.22,129.44
EW100809,2023-04-01,2023,4,Apr,Mysuru,Karnataka,Tablet,Municipal Collection,Formal,3894,3590.8,303.2,3035.77,858.23,232.61,6,258633.24,77.96,83.12,94.39,Copper,Repair & Reuse,Q2,92.21,7.79,85.2
EW100289,2023-04-01,2023,4,Apr,Kochi,Kerala,Laptop,Municipal Collection,Formal,387,346.87,40.13,317.8,69.2,23.69,1,47733.29,82.12,81.68,78.41,Mixed/Other,Material Recovery,Q2,89.63,10.37,150.2
EW100408,2023-04-01,2023,4,Apr,Kochi,Kerala,Laptop,Informal Collector,Informal,2342,51.32,2290.68,1233.5,1108.5,209.66,3,109037.09,52.67,44.16,38.93,Non-ferrous Metals,Refurbishment,Q2,2.19,97.81,88.4
EW100564,2023-04-01,2023,4,Apr,Kochi,Kerala,Small Appliance,Retailer,Formal,2335,1725.6,609.4,2052.02,282.98,129.88,5,181271.63,87.88,78.43,91.7,Aluminium,Dismantling,Q2,73.9,26.1,88.34
EW101085,2023-04-01,2023,4,Apr,Kochi,Kerala,Printer,Municipal Collection,Formal,1774,1357.13,416.87,1228.37,545.63,92.57,1,142371.51,69.24,79.44,75.93,Copper,Repair & Reuse,Q2,76.5,23.5,115.9
EW100611,2023-04-01,2023,4,Apr,Bhopal,Madhya Pradesh,Laptop,Retailer,Formal,1269,1087.96,181.04,1081.3,187.7,61.77,2,169320.4,85.21,86.31,84.87,Plastic,Dismantling,Q2,85.73,14.27,156.59
EW100422,2023-04-01,2023,4,Apr,Indore,Madhya Pradesh,Desktop/PC,Producer Take-back,Formal,4353,3141.85,1211.15,3824.56,528.44,331.99,9,423615.78,87.86,90.38,93.87,Precious Metals,Landfill/Disposal,Q2,72.18,27.82,110.76
EW101089,2023-04-01,2023,4,Apr,Indore,Madhya Pradesh,Small Appliance,Scrap Dealer,Informal,660,17.83,642.17,402.37,257.63,39.88,2,58412.6,60.96,31.02,37.77,Precious Metals,Refurbishment,Q2,2.7,97.3,145.17
EW100042,2023-04-01,2023,4,Apr,Mumbai,Maharashtra,Printer,Informal Collector,Informal,3499,314.4,3184.6,905.8,2593.2,261.85,11,140896.13,25.89,17.31,56.74,Glass,Manual Sorting,Q2,8.99,91.01,155.55
EW100192,2023-04-01,2023,4,Apr,Mumbai,Maharashtra,Refrigerator,Authorized Collection Center,Formal,1214,1131.88,82.12,890.96,323.04,121.9,2,70003.19,73.39,82.82,94.02,Plastic,Manual Sorting,Q2,93.24,6.76,78.57
EW100664,2023-04-01,2023,4,Apr,Mumbai,Maharashtra,Mobile Phone,Producer Take-back,Formal,4155,3590.23,564.77,3483.0,672.0,471.3,8,470810.66,83.83,93.89,77.79,Glass,Landfill/Disposal,Q2,86.41,13.59,135.17
EW101193,2023-04-01,2023,4,Apr,Mumbai,Maharashtra,Printer,Producer Take-back,Formal,4931,4437.18,493.82,3436.63,1494.37,575.38,6,534799.43,69.69,82.64,90.19,Ferrous Metals,Refurbishment,Q2,89.99,10.01,155.62
EW101195,2023-04-01,2023,4,Apr,Mumbai,Maharashtra,Desktop/PC,Retailer,Formal,3563,3290.47,272.53,3114.06,448.94,123.12,8,211505.68,87.4,88.28,90.46,Ferrous Metals,Repair & Reuse,Q2,92.35,7.65,67.92
EW100046,2023-04-01,2023,4,Apr,Nagpur,Maharashtra,Tablet,Informal Collector,Informal,751,48.67,702.33,245.51,505.49,25.29,1,18510.65,32.69,12.08,23.99,Ferrous Metals,Manual Sorting,Q2,6.48,93.52,75.4
EW100433,2023-04-01,2023,4,Apr,Nagpur,Maharashtra,Monitor,Informal Collector,Informal,1973,396.85,1576.15,1065.68,907.32,207.71,9,188051.9,54.01,7.61,56.98,Non-ferrous Metals,Material Recovery,Q2,20.11,79.89,176.46
EW100579,2023-04-01,2023,4,Apr,Nashik,Maharashtra,Television,Scrap Dealer,Informal,2713,522.44,2190.56,1400.76,1312.24,151.28,8,88317.66,51.63,13.41,21.04,Plastic,Material Recovery,Q2,19.26,80.74,63.05
EW100725,2023-04-01,2023,4,Apr,Nashik,Maharashtra,Air Conditioner,Producer Take-back,Formal,4083,3024.46,1058.54,3220.15,862.85,468.98,8,153853.37,78.87,95.31,92.58,Aluminium,Repair & Reuse,Q2,74.07,25.93,47.78
EW101037,2023-04-01,2023,4,Apr,Nashik,Maharashtra,Mobile Phone,Retailer,Formal,332,297.64,34.36,290.28,41.72,13.41,1,14322.79,87.43,85.4,78.03,Ferrous Metals,Manual Sorting,Q2,89.65,10.35,49.34
EW100138,2023-04-01,2023,4,Apr,Pune,Maharashtra,Laptop,Scrap Dealer,Informal,4919,1135.2,3783.8,2438.02,2480.98,528.11,14,423366.95,49.56,10.33,24.6,Mixed/Other,Refurbishment,Q2,23.08,76.92,173.65
EW100585,2023-04-01,2023,4,Apr,Pune,Maharashtra,Small Appliance,Producer Take-back,Formal,1585,1234.02,350.98,1358.63,226.37,83.73,3,158163.93,85.72,79.46,80.38,Copper,Dismantling,Q2,77.86,22.14,116.41
EW100988,2023-04-01,2023,4,Apr,Pune,Maharashtra,Monitor,Producer Take-back,Formal,2237,2124.31,112.69,1618.31,618.69,111.96,2,159973.7,72.34,96.31,81.06,Ferrous Metals,Repair & Reuse,Q2,94.96,5.04,98.85
EW100928,2023-04-01,2023,4,Apr,Jaipur,Rajasthan,Television,Authorized Collection Center,Formal,2648,1983.05,664.95,1968.52,679.48,150.43,4,182489.14,74.34,91.19,76.34,Mixed/Other,Refurbishment,Q2,74.89,25.11,92.7
EW100730,2023-04-01,2023,4,Apr,Chennai,Tamil Nadu,Monitor,Authorized Collection Center,Formal,2298,2015.56,282.44,2088.33,209.67,136.09,3,196221.32,90.88,88.46,80.48,Precious Metals,Refurbishment,Q2,87.71,12.29,93.96
EW100820,2023-04-01,2023,4,Apr,Chennai,Tamil Nadu,Laptop,Scrap Dealer,Informal,2855,590.97,2264.03,1720.67,1134.33,249.99,4,123383.89,60.27,37.32,27.52,Copper,Refurbishment,Q2,20.7,79.3,71.71
EW100845,2023-04-01,2023,4,Apr,Chennai,Tamil Nadu,Small Appliance,Scrap Dealer,Informal,1220,331.84,888.16,402.43,817.57,43.17,5,46117.51,32.99,36.87,21.97,Precious Metals,Landfill/Disposal,Q2,27.2,72.8,114.6
EW100637,2023-04-01,2023,4,Apr,Hyderabad,Telangana,Tablet,Authorized Collection Center,Formal,4866,3732.83,1133.17,4209.68,656.32,314.57,7,625462.49,86.51,98.11,78.04,Precious Metals,Refurbishment,Q2,76.71,23.29,148.58
EW100749,2023-04-01,2023,4,Apr,Hyderabad,Telangana,Air Conditioner,Retailer,Formal,316,240.11,75.89,290.04,25.96,11.31,1,18030.32,91.78,96.83,87.48,Mixed/Other,Manual Sorting,Q2,75.98,24.02,62.16
EW100426,2023-04-01,2023,4,Apr,Lucknow,Uttar Pradesh,Tablet,Producer Take-back,Formal,1847,1441.45,405.55,1561.2,285.8,220.47,3,105766.44,84.53,79.22,95.79,Aluminium,Material Recovery,Q2,78.04,21.96,67.75
EW101164,2023-04-01,2023,4,Apr,Lucknow,Uttar Pradesh,Laptop,Authorized Collection Center,Formal,4683,3898.61,784.39,3339.14,1343.86,352.29,8,280402.69,71.3,76.72,97.64,Aluminium,Repair & Reuse,Q2,83.25,16.75,83.97
EW100225,2023-04-01,2023,4,Apr,Kolkata,West Bengal,Tablet,Informal Collector,Informal,3260,566.24,2693.76,1057.72,2202.28,195.08,14,68779.37,32.45,7.85,23.11,Precious Metals,Material Recovery,Q2,17.37,82.63,65.03
EW100608,2023-04-01,2023,4,Apr,Kolkata,West Bengal,Air Conditioner,Scrap Dealer,Informal,149,36.13,112.87,77.83,71.17,6.97,1,11760.23,52.24,23.15,50.17,Precious Metals,Repair & Reuse,Q2,24.25,75.75,151.1
EW100214,2023-05-01,2023,5,May,Guwahati,Assam,Air Conditioner,Informal Collector,Informal,357,41.08,315.92,121.43,235.57,17.0,1,15209.66,34.02,36.25,46.02,Plastic,Manual Sorting,Q2,11.51,88.49,125.25
EW100779,2023-05-01,2023,5,May,Guwahati,Assam,Mobile Phone,Municipal Collection,Formal,2513,2418.63,94.37,2198.94,314.06,266.04,4,201240.9,87.5,84.43,89.78,Plastic,Repair & Reuse,Q2,96.24,3.76,91.52
EW100862,2023-05-01,2023,5,May,Guwahati,Assam,Mobile Phone,Informal Collector,Informal,1485,261.12,1223.88,927.91,557.09,66.88,5,134057.53,62.49,8.56,58.76,Aluminium,Manual Sorting,Q2,17.58,82.42,144.47
EW100015,2023-05-01,2023,5,May,Delhi,Delhi,Tablet,Authorized Collection Center,Formal,3250,2931.8,318.2,2925.43,324.57,347.97,4,478970.68,90.01,95.42,97.46,Glass,Landfill/Disposal,Q2,90.21,9.79,163.73
EW100609,2023-05-01,2023,5,May,Delhi,Delhi,Small Appliance,Producer Take-back,Formal,97,76.32,20.68,66.49,30.51,4.86,1,3323.85,68.54,85.36,80.52,Copper,Material Recovery,Q2,78.68,21.32,49.99
EW101167,2023-05-01,2023,5,May,Delhi,Delhi,Television,Scrap Dealer,Informal,4602,1100.05,3501.95,1611.44,2990.56,506.0,19,226716.82,35.02,18.86,59.94,Non-ferrous Metals,Manual Sorting,Q2,23.9,76.1,140.69
EW100269,2023-05-01,2023,5,May,Surat,Gujarat,Television,Scrap Dealer,Informal,2297,473.01,1823.99,1119.24,1177.76,79.94,7,148684.84,48.73,32.1,36.79,Precious Metals,Material Recovery,Q2,20.59,79.41,132.84
EW101027,2023-05-01,2023,5,May,Surat,Gujarat,Mobile Phone,Producer Take-back,Formal,1856,1755.16,100.84,1710.55,145.45,111.81,1,164443.13,92.16,84.46,98.68,Aluminium,Material Recovery,Q2,94.57,5.43,96.13
EW100294,2023-05-01,2023,5,May,Bengaluru,Karnataka,Small Appliance,Producer Take-back,Formal,1406,1017.87,388.13,1168.62,237.38,55.57,3,129548.55,83.12,91.79,84.86,Non-ferrous Metals,Refurbishment,Q2,72.39,27.61,110.86
EW100997,2023-05-01,2023,5,May,Mysuru,Karnataka,Desktop/PC,Municipal Collection,Formal,1744,1380.61,363.39,1359.0,385.0,111.15,2,132437.88,77.92,86.36,92.86,Non-ferrous Metals,Landfill/Disposal,Q2,79.16,20.84,97.45
EW101099,2023-05-01,2023,5,May,Kochi,Kerala,Desktop/PC,Municipal Collection,Formal,3643,3081.44,561.56,2974.76,668.24,339.44,8,291725.8,81.66,84.74,83.88,Non-ferrous Metals,Repair & Reuse,Q2,84.59,15.41,98.07
EW100530,2023-05-01,2023,5,May,Bhopal,Madhya Pradesh,Laptop,Producer Take-back,Formal,2748,2048.61,699.39,2245.04,502.96,96.56,2,149994.43,81.7,86.14,85.4,Precious Metals,Refurbishment,Q2,74.55,25.45,66.81
EW100961,2023-05-01,2023,5,May,Indore,Madhya Pradesh,Tablet,Municipal Collection,Formal,4453,3886.2,566.8,3260.72,1192.28,450.23,9,167366.55,73.23,96.89,79.67,Precious Metals,Refurbishment,Q2,87.27,12.73,51.33
EW100996,2023-05-01,2023,5,May,Indore,Madhya Pradesh,Air Conditioner,Authorized Collection Center,Formal,336,311.72,24.28,231.65,104.35,39.84,1,20173.81,68.94,82.03,79.18,Copper,Landfill/Disposal,Q2,92.77,7.23,87.09
EW100040,2023-05-01,2023,5,May,Mumbai,Maharashtra,Monitor,Retailer,Formal,4238,3484.39,753.61,3795.48,442.52,344.2,3,153106.49,89.56,78.21,75.33,Precious Metals,Landfill/Disposal,Q2,82.22,17.78,40.34
EW100137,2023-05-01,2023,5,May,Mumbai,Maharashtra,Laptop,Scrap Dealer,Informal,2465,90.71,2374.29,658.29,1806.71,156.35,5,84710.31,26.71,24.97,31.97,Copper,Dismantling,Q2,3.68,96.32,128.68
EW100167,2023-05-01,2023,5,May,Nagpur,Maharashtra,Television,Scrap Dealer,Informal,3149,661.89,2487.11,1023.31,2125.69,337.69,13,116059.26,32.5,33.41,34.15,Plastic,Dismantling,Q2,21.02,78.98,113.42
EW100481,2023-05-01,2023,5,May,Nashik,Maharashtra,Mobile Phone,Retailer,Formal,4546,3942.72,603.28,3859.01,686.99,260.2,7,291371.85,84.89,83.87,78.83,Aluminium,Landfill/Disposal,Q2,86.73,13.27,75.5
EW100644,2023-05-01,2023,5,May,Nashik,Maharashtra,Mobile Phone,Authorized Collection Center,Formal,1729,1541.75,187.25,1504.07,224.93,122.4,3,131136.17,86.99,91.03,75.97,Plastic,Repair & Reuse,Q2,89.17,10.83,87.19
EW100228,2023-05-01,2023,5,May,Jaipur,Rajasthan,Desktop/PC,Producer Take-back,Formal,2829,2638.57,190.43,2109.67,719.33,153.98,2,176917.06,74.57,98.99,84.74,Mixed/Other,Landfill/Disposal,Q2,93.27,6.73,83.86
EW100498,2023-05-01,2023,5,May,Jaipur,Rajasthan,Television,Authorized Collection Center,Formal,178,169.44,8.56,154.96,23.04,13.48,1,11402.65,87.05,95.0,85.24,Mixed/Other,Refurbishment,Q2,95.19,4.81,73.58
EW100216,2023-05-01,2023,5,May,Chennai,Tamil Nadu,Television,Authorized Collection Center,Formal,3073,2453.79,619.21,2697.73,375.27,190.17,7,470849.01,87.79,89.9,97.29,Aluminium,Dismantling,Q2,79.85,20.15,174.54
EW101194,2023-05-01,2023,5,May,Chennai,Tamil Nadu,Mobile Phone,Informal Collector,Informal,319,83.62,235.38,188.26,130.74,11.51,1,25662.23,59.01,11.49,20.56,Ferrous Metals,Repair & Reuse,Q2,26.21,73.79,136.31
EW101149,2023-05-01,2023,5,May,Hyderabad,Telangana,Television,Authorized Collection Center,Formal,4021,3268.63,752.37,3665.84,355.16,335.48,8,355503.8,91.17,77.72,85.41,Copper,Landfill/Disposal,Q2,81.29,18.71,96.98
EW100967,2023-05-01,2023,5,May,Lucknow,Uttar Pradesh,Laptop,Scrap Dealer,Informal,4752,470.46,4281.54,2215.44,2536.56,223.73,10,262754.88,46.62,32.42,25.42,Glass,Repair & Reuse,Q2,9.9,90.1,118.6
EW100412,2023-05-01,2023,5,May,Kolkata,West Bengal,Laptop,Producer Take-back,Formal,2818,2411.09,406.91,2007.57,810.43,328.37,5,293206.96,71.24,76.9,76.13,Non-ferrous Metals,Refurbishment,Q2,85.56,14.44,146.05
EW100511,2023-06-01,2023,6,Jun,Guwahati,Assam,Printer,Scrap Dealer,Informal,2996,516.12,2479.88,759.18,2236.82,295.08,11,66892.61,25.34,7.12,53.97,Copper,Dismantling,Q2,17.23,82.77,88.11
EW100716,2023-06-01,2023,6,Jun,Guwahati,Assam,Small Appliance,Producer Take-back,Formal,3424,3319.92,104.08,3058.73,365.27,365.87,3,227231.84,89.33,81.86,81.5,Copper,Repair & Reuse,Q2,96.96,3.04,74.29
EW100051,2023-06-01,2023,6,Jun,Delhi,Delhi,Small Appliance,Authorized Collection Center,Formal,2404,1826.42,577.58,1788.45,615.55,106.89,2,136528.39,74.39,79.16,96.52,Precious Metals,Material Recovery,Q2,75.97,24.03,76.34
EW100095,2023-06-01,2023,6,Jun,Delhi,Delhi,Small Appliance,Retailer,Formal,4043,3672.46,370.54,3533.25,509.75,194.19,9,489934.38,87.39,88.51,86.32,Plastic,Repair & Reuse,Q2,90.84,9.16,138.66
EW100227,2023-06-01,2023,6,Jun,Delhi,Delhi,Printer,Authorized Collection Center,Formal,3236,2585.65,650.35,2394.34,841.66,97.51,6,419471.23,73.99,80.38,90.91,Precious Metals,Refurbishment,Q2,79.9,20.1,175.19
EW100970,2023-06-01,2023,6,Jun,Delhi,Delhi,Tablet,Informal Collector,Informal,4956,398.03,4557.97,1479.15,3476.85,151.4,16,265883.0,29.85,32.8,33.88,Non-ferrous Metals,Repair & Reuse,Q2,8.03,91.97,179.75
EW100009,2023-06-01,2023,6,Jun,Surat,Gujarat,Mobile Phone,Municipal Collection,Formal,1743,1620.88,122.12,1591.33,151.67,102.18,1,108291.0,91.3,85.25,94.63,Ferrous Metals,Material Recovery,Q2,92.99,7.01,68.05
EW100257,2023-06-01,2023,6,Jun,Surat,Gujarat,Mobile Phone,Scrap Dealer,Informal,3486,130.05,3355.95,1775.51,1710.49,127.83,9,269084.76,50.93,22.34,64.87,Plastic,Dismantling,Q2,3.73,96.27,151.55
EW100341,2023-06-01,2023,6,Jun,Surat,Gujarat,Desktop/PC,Informal Collector,Informal,3298,823.6,2474.4,1181.5,2116.5,156.57,10,42609.04,35.82,6.03,44.9,Mixed/Other,Manual Sorting,Q2,24.97,75.03,36.06
EW100688,2023-06-01,2023,6,Jun,Surat,Gujarat,Mobile Phone,Informal Collector,Informal,2215,206.7,2008.3,747.6,1467.4,170.5,4,98428.46,33.75,29.21,23.92,Aluminium,Landfill/Disposal,Q2,9.33,90.67,131.66
EW100058,2023-06-01,2023,6,Jun,Bengaluru,Karnataka,Desktop/PC,Scrap Dealer,Informal,2115,450.03,1664.97,1013.64,1101.36,253.36,8,139387.23,47.93,36.14,26.44,Glass,Landfill/Disposal,Q2,21.28,78.72,137.51
EW100354,2023-06-01,2023,6,Jun,Bengaluru,Karnataka,Refrigerator,Authorized Collection Center,Formal,2678,2431.62,246.38,2359.04,318.96,252.65,4,87563.39,88.09,83.65,89.52,Glass,Refurbishment,Q2,90.8,9.2,37.12
EW100091,2023-06-01,2023,6,Jun,Mysuru,Karnataka,Television,Municipal Collection,Formal,3982,3273.04,708.96,2893.6,1088.4,389.57,8,174177.92,72.67,93.5,97.74,Mixed/Other,Refurbishment,Q2,82.2,17.8,60.19
EW100460,2023-06-01,2023,6,Jun,Mysuru,Karnataka,Small Appliance,Informal Collector,Informal,1023,120.42,902.58,296.32,726.68,88.05,3,43798.5,28.97,13.82,27.41,Non-ferrous Metals,Refurbishment,Q2,11.77,88.23,147.81
EW100657,2023-06-01,2023,6,Jun,Mysuru,Karnataka,Desktop/PC,Authorized Collection Center,Formal,3701,3168.26,532.74,2847.77,853.23,443.16,7,414022.89,76.95,97.93,96.31,Mixed/Other,Material Recovery,Q2,85.61,14.39,145.38
EW100524,2023-06-01,2023,6,Jun,Bhopal,Madhya Pradesh,Television,Authorized Collection Center,Formal,863,794.64,68.36,603.79,259.21,90.17,1,73317.39,69.96,77.15,83.1,Copper,Manual Sorting,Q2,92.08,7.92,121.43
EW100846,2023-06-01,2023,6,Jun,Indore,Madhya Pradesh,Television,Scrap Dealer,Informal,2761,430.44,2330.56,1297.71,1463.29,106.97,5,172809.85,47.0,32.0,64.06,Precious Metals,Dismantling,Q2,15.59,84.41,133.17
EW100639,2023-06-01,2023,6,Jun,Mumbai,Maharashtra,Laptop,Scrap Dealer,Informal,420,14.56,405.44,250.87,169.13,23.74,1,16922.35,59.73,18.62,64.59,Mixed/Other,Refurbishment,Q2,3.47,96.53,67.45
EW100662,2023-06-01,2023,6,Jun,Mumbai,Maharashtra,Mobile Phone,Authorized Collection Center,Formal,3756,3365.55,390.45,3064.4,691.6,377.01,3,281408.71,81.59,86.76,77.65,Mixed/Other,Repair & Reuse,Q2,89.6,10.4,91.83
EW100826,2023-06-01,2023,6,Jun,Mumbai,Maharashtra,Desktop/PC,Municipal Collection,Formal,3203,2747.35,455.65,2445.98,757.02,117.72,7,370291.42,76.37,78.35,93.64,Plastic,Manual Sorting,Q2,85.77,14.23,151.39
EW101136,2023-06-01,2023,6,Jun,Mumbai,Maharashtra,Mobile Phone,Municipal Collection,Formal,2579,2325.84,253.16,1982.78,596.22,177.91,2,117725.72,76.88,78.94,78.13,Non-ferrous Metals,Manual Sorting,Q2,90.18,9.82,59.37
EW100019,2023-06-01,2023,6,Jun,Nagpur,Maharashtra,Printer,Municipal Collection,Formal,3500,2909.65,590.35,3259.66,240.34,408.54,7,253259.26,93.13,84.24,95.43,Mixed/Other,Material Recovery,Q2,83.13,16.87,77.69
EW100153,2023-06-01,2023,6,Jun,Nashik,Maharashtra,Television,Authorized Collection Center,Formal,478,395.1,82.9,429.41,48.59,30.85,1,51626.56,89.83,79.43,83.69,Non-ferrous Metals,Material Recovery,Q2,82.66,17.34,120.23
EW100759,2023-06-01,2023,6,Jun,Nashik,Maharashtra,Mobile Phone,Informal Collector,Informal,3677,200.35,3476.65,1682.06,1994.94,368.13,8,98607.47,45.75,18.47,44.96,Non-ferrous Metals,Landfill/Disposal,Q2,5.45,94.55,58.62
EW100890,2023-06-01,2023,6,Jun,Nashik,Maharashtra,Tablet,Informal Collector,Informal,333,83.71,249.29,195.85,137.15,18.89,1,9680.06,58.81,37.91,50.4,Copper,Material Recovery,Q2,25.14,74.86,49.43
EW101134,2023-06-01,2023,6,Jun,Pune,Maharashtra,Desktop/PC,Informal Collector,Informal,1149,248.39,900.61,367.17,781.83,92.91,5,64406.23,31.96,31.25,64.26,Non-ferrous Metals,Dismantling,Q2,21.62,78.38,175.41
EW100389,2023-06-01,2023,6,Jun,Jaipur,Rajasthan,Tablet,Authorized Collection Center,Formal,603,566.19,36.81,506.32,96.68,35.77,1,58504.25,83.97,89.01,79.97,Copper,Material Recovery,Q2,93.9,6.1,115.55
EW100736,2023-06-01,2023,6,Jun,Jaipur,Rajasthan,Mobile Phone,Authorized Collection Center,Formal,974,796.31,177.69,911.56,62.44,31.88,2,114333.0,93.59,88.41,76.43,Copper,Dismantling,Q2,81.76,18.24,125.43
EW100125,2023-06-01,2023,6,Jun,Chennai,Tamil Nadu,Refrigerator,Retailer,Formal,3793,3391.31,401.69,2648.21,1144.79,332.32,4,320320.91,69.82,91.32,80.54,Non-ferrous Metals,Material Recovery,Q2,89.41,10.59,120.96
EW101111,2023-06-01,2023,6,Jun,Chennai,Tamil Nadu,Monitor,Authorized Collection Center,Formal,1165,967.64,197.36,1093.75,71.25,45.15,2,114403.76,93.88,94.85,94.61,Mixed/Other,Repair & Reuse,Q2,83.06,16.94,104.6
EW100010,2023-06-01,2023,6,Jun,Hyderabad,Telangana,Television,Retailer,Formal,4859,3806.89,1052.11,3516.73,1342.27,241.44,8,329011.94,72.38,76.56,81.09,Glass,Landfill/Disposal,Q2,78.35,21.65,93.56
EW100561,2023-06-01,2023,6,Jun,Hyderabad,Telangana,Refrigerator,Retailer,Formal,1797,1647.78,149.22,1600.3,196.7,197.3,2,108118.13,89.05,86.17,81.36,Plastic,Dismantling,Q2,91.7,8.3,67.56
EW100607,2023-06-01,2023,6,Jun,Hyderabad,Telangana,Laptop,Informal Collector,Informal,510,135.47,374.53,227.3,282.7,30.99,2,8759.39,44.57,28.26,44.7,Glass,Refurbishment,Q2,26.56,73.44,38.54
EW100787,2023-06-01,2023,6,Jun,Lucknow,Uttar Pradesh,Desktop/PC,Authorized Collection Center,Formal,4915,4347.75,567.25,4081.2,833.8,262.12,11,155371.06,83.04,83.35,92.26,Precious Metals,Landfill/Disposal,Q2,88.46,11.54,38.07
EW100999,2023-06-01,2023,6,Jun,Kolkata,West Bengal,Mobile Phone,Informal Collector,Informal,189,33.82,155.18,117.8,71.2,9.0,1,4524.61,62.33,20.02,24.98,Precious Metals,Repair & Reuse,Q2,17.89,82.11,38.41
EW101112,2023-06-01,2023,6,Jun,Kolkata,West Bengal,Mobile Phone,Authorized Collection Center,Formal,319,268.95,50.05,285.7,33.3,30.52,1,49308.52,89.56,76.46,96.56,Mixed/Other,Dismantling,Q2,84.31,15.69,172.59
EW100350,2023-07-01,2023,7,Jul,Guwahati,Assam,Mobile Phone,Informal Collector,Informal,1450,291.0,1159.0,691.59,758.41,147.41,5,85387.21,47.7,24.53,25.99,Copper,Landfill/Disposal,Q3,20.07,79.93,123.47
EW100390,2023-07-01,2023,7,Jul,Delhi,Delhi,Mobile Phone,Retailer,Formal,4553,4154.0,399.0,4030.07,522.93,185.4,4,308456.25,88.51,87.43,92.95,Ferrous Metals,Material Recovery,Q3,91.24,8.76,76.54
EW100496,2023-07-01,2023,7,Jul,Mysuru,Karnataka,Small Appliance,Municipal Collection,Formal,2359,2284.23,74.77,2168.17,190.83,136.84,2,342635.55,91.91,96.74,88.0,Precious Metals,Manual Sorting,Q3,96.83,3.17,158.03
EW100904,2023-07-01,2023,7,Jul,Mysuru,Karnataka,Printer,Informal Collector,Informal,3203,343.13,2859.87,1906.5,1296.5,247.59,10,332517.15,59.52,17.84,41.58,Copper,Repair & Reuse,Q3,10.71,89.29,174.41
EW100630,2023-07-01,2023,7,Jul,Kochi,Kerala,Monitor,Authorized Collection Center,Formal,4006,3338.01,667.99,3156.17,849.83,384.36,7,491807.76,78.79,81.0,89.63,Precious Metals,Dismantling,Q3,83.33,16.67,155.82
EW100982,2023-07-01,2023,7,Jul,Bhopal,Madhya Pradesh,Television,Scrap Dealer,Informal,4551,750.88,3800.12,1642.68,2908.32,331.45,14,150013.19,36.1,37.83,40.3,Ferrous Metals,Refurbishment,Q3,16.5,83.5,91.32
